Wall time,Step,Value
1620870511.303121,0,0.295199990272522
1620870954.168857,1,0.43059998750686646
1620871398.590696,2,0.490200012922287
1620871842.980346,3,0.5371999740600586
1620872287.1271,4,0.5860000252723694
1620872731.522928,5,0.6200000047683716
1620873175.709505,6,0.6507999897003174
1620873619.733857,7,0.6827999949455261
1620874064.920657,8,0.6972000002861023
1620874508.977224,9,0.7102000117301941
1620874952.683267,10,0.7296000123023987
1620875397.141596,11,0.739799976348877
1620875842.4391,12,0.756600022315979
1620876287.568416,13,0.7703999876976013
1620876733.318832,14,0.7861999869346619
1620877179.212721,15,0.7940000295639038
1620877625.369416,16,0.8123999834060669
1620878073.778962,17,0.8159999847412109
1620878521.404578,18,0.8263999819755554
1620878968.932743,19,0.8335999846458435
1620879415.866502,20,0.8478000164031982
1620879863.427289,21,0.8565999865531921
1620880311.859925,22,0.8712000250816345
1620880760.24003,23,0.8820000290870667
1620881203.968284,24,0.8859999775886536
1620881643.742258,25,0.8917999863624573
1620882084.930075,26,0.8925999999046326
1620882527.182503,27,0.9052000045776367
1620882969.271512,28,0.9100000262260437
1620883411.878635,29,0.9107999801635742
1620883854.813444,30,0.9214000105857849
1620884297.525308,31,0.9196000099182129
1620884740.571754,32,0.9319999814033508
1620885183.399289,33,0.9369999766349792
1620885626.089285,34,0.9344000220298767
1620886069.223139,35,0.9495999813079834
1620886518.647723,36,0.9520000219345093
1620886962.1381,37,0.9495999813079834
1620887405.328623,38,0.9521999955177307
1620887848.496893,39,0.9563999772071838
1620888291.472768,40,0.9598000049591064
1620888734.593976,41,0.9649999737739563
1620889177.308832,42,0.9607999920845032
1620889620.912496,43,0.9631999731063843
1620890064.203233,44,0.9610000252723694
1620890507.331959,45,0.9642000198364258
