Wall time,Step,Value
1620879438.984238,0,0.21780000627040863
1620879934.434694,1,0.3758000135421753
1620880431.728712,2,0.4474000036716461
1620880909.942359,3,0.4936000108718872
1620881386.198877,4,0.5437999963760376
1620881864.740575,5,0.5812000036239624
1620882340.061878,6,0.6146000027656555
1620882817.62921,7,0.6381999850273132
1620883299.478249,8,0.6664000153541565
1620883778.827926,9,0.6863999962806702
1620884255.590714,10,0.7134000062942505
1620884738.261305,11,0.725600004196167
1620885216.856122,12,0.7476000189781189
1620885700.036367,13,0.753000020980835
1620886188.042771,14,0.775600016117096
1620886694.079446,15,0.7806000113487244
1620887199.407297,16,0.7946000099182129
1620887688.022339,17,0.8055999875068665
1620888152.296762,18,0.8155999779701233
1620888618.57588,19,0.8303999900817871
1620889079.037235,20,0.8450000286102295
1620889563.142483,21,0.8497999906539917
1620890043.688482,22,0.8673999905586243
1620890506.485048,23,0.8741999864578247
1620890968.76241,24,0.8805999755859375
1620891429.979325,25,0.8907999992370605
1620891890.866317,26,0.8948000073432922
1620892353.362713,27,0.9003999829292297
1620892815.742212,28,0.9043999910354614
1620893278.259565,29,0.9169999957084656
1620893741.008804,30,0.9246000051498413
1620894203.329291,31,0.9273999929428101
1620894666.420995,32,0.9336000084877014
1620895128.242507,33,0.9326000213623047
1620895590.340189,34,0.9373999834060669
1620896052.475725,35,0.9453999996185303
1620896514.385889,36,0.9495999813079834
1620896975.34725,37,0.949999988079071
1620897438.870107,38,0.953000009059906
1620897900.84341,39,0.95660001039505
1620898363.012128,40,0.9602000117301941
1620898825.714576,41,0.9575999975204468
1620899288.372022,42,0.9581999778747559
1620899747.676891,43,0.9610000252723694
1620900203.577252,44,0.9706000089645386
1620900660.459544,45,0.9628000259399414
1620901116.195711,46,0.9679999947547913
1620901570.689086,47,0.9715999960899353
1620902026.861982,48,0.9675999879837036
1620902481.677417,49,0.9697999954223633
1620902935.813785,50,0.9739999771118164
1620903389.796229,51,0.9750000238418579
1620903844.464616,52,0.9782000184059143
1620904299.265426,53,0.9761999845504761
1620904752.702179,54,0.9761999845504761
1620905206.208795,55,0.9735999703407288
1620905657.716811,56,0.9757999777793884
1620906110.115591,57,0.9793999791145325
1620906564.045252,58,0.9829999804496765
1620907017.723355,59,0.9807999730110168
1620907472.16127,60,0.9855999946594238
1620907922.890662,61,0.9800000190734863
1620908373.76919,62,0.982200026512146
1620908826.065682,63,0.9854000210762024
1620909278.982426,64,0.9833999872207642
1620909731.897023,65,0.9842000007629395
1620910185.402392,66,0.9869999885559082
1620910638.128667,67,0.9837999939918518
1620911088.828818,68,0.9805999994277954
1620911539.796095,69,0.9833999872207642
