Wall time,Step,Value
1620793620.823153,0,0.2996000051498413
1620794074.289769,1,0.41260001063346863
1620794524.963582,2,0.4909999966621399
1620794976.12458,3,0.5443999767303467
1620795430.950873,4,0.5898000001907349
1620795884.312828,5,0.6101999878883362
1620796335.876432,6,0.6470000147819519
1620796788.076433,7,0.6714000105857849
1620797240.62767,8,0.6868000030517578
1620797693.077276,9,0.7052000164985657
1620798145.423692,10,0.7260000109672546
1620798597.914758,11,0.7394000291824341
1620799051.44581,12,0.7562000155448914
1620799504.08675,13,0.7656000256538391
1620799962.575602,14,0.77920001745224
1620800422.530764,15,0.7942000031471252
1620800881.789585,16,0.8095999956130981
1620801343.65666,17,0.821399986743927
1620801801.615385,18,0.8313999772071838
1620802261.156584,19,0.8420000076293945
1620802721.77636,20,0.8438000082969666
1620803181.174372,21,0.8575999736785889
1620803644.089054,22,0.866599977016449
1620804106.944452,23,0.876800000667572
1620804572.047796,24,0.8781999945640564
1620805040.703031,25,0.8985999822616577
1620805508.418633,26,0.9082000255584717
1620805972.351784,27,0.9092000126838684
1620806436.736297,28,0.9146000146865845
1620806902.417612,29,0.9225999712944031
1620807371.095108,30,0.9210000038146973
1620807838.46161,31,0.9265999794006348
1620808302.518436,32,0.9318000078201294
1620808766.915859,33,0.942799985408783
1620809232.436982,34,0.9440000057220459
1620809697.604967,35,0.9417999982833862
1620810168.714117,36,0.9495999813079834
1620810633.566629,37,0.9502000212669373
1620811098.956396,38,0.9498000144958496
1620811565.70245,39,0.949999988079071
1620812031.883316,40,0.9552000164985657
1620812496.079354,41,0.9617999792098999
1620812963.536702,42,0.9603999853134155
1620813428.273448,43,0.9584000110626221
1620813894.331752,44,0.9710000157356262
1620814358.872831,45,0.9656000137329102
