Wall time,Step,Value
1620617191.552355,0,0.23759999871253967
1620617210.646222,1,0.3089999854564667
1620617229.842277,2,0.34940001368522644
1620617248.881322,3,0.3720000088214874
1620617268.071284,4,0.38839998841285706
1620617287.325529,5,0.4068000018596649
1620617306.269763,6,0.4196000099182129
1620617325.381757,7,0.4318000078201294
1620617344.456761,8,0.4537999927997589
1620617363.460151,9,0.454800009727478
1620617382.688394,10,0.47099998593330383
1620617401.815485,11,0.48339998722076416
1620617421.117469,12,0.4814000129699707
1620617440.32689,13,0.4887999892234802
1620617459.521383,14,0.5009999871253967
1620617478.789187,15,0.49799999594688416
1620617498.053675,16,0.4952000081539154
1620617517.182897,17,0.5016000270843506
1620617536.444514,18,0.5072000026702881
1620617555.575647,19,0.504800021648407
1620617574.745009,20,0.5105999708175659
1620617593.867868,21,0.5058000087738037
1620617613.010362,22,0.5156000256538391
1620617632.120796,23,0.5210000276565552
1620617651.266048,24,0.5198000073432922
1620617670.342025,25,0.5230000019073486
1620617689.565712,26,0.5149999856948853
1620617708.549112,27,0.5224000215530396
1620617727.786289,28,0.5185999870300293
1620617746.937484,29,0.5275999903678894
1620617765.989362,30,0.5217999815940857
1620617785.203106,31,0.5314000248908997
1620617804.361798,32,0.5270000100135803
1620617823.449655,33,0.525600016117096
1620617842.687316,34,0.5343999862670898
1620617861.862617,35,0.5378000140190125
1620617881.059785,36,0.5360000133514404
1620617900.11251,37,0.5357999801635742
1620617919.360572,38,0.5407999753952026
1620617938.601101,39,0.532800018787384
1620617957.714589,40,0.5422000288963318
1620617976.990729,41,0.5324000120162964
1620617996.212897,42,0.5437999963760376
1620618015.479751,43,0.5411999821662903
1620618034.719277,44,0.5400000214576721
1620618053.932136,45,0.5401999950408936
1620618073.24492,46,0.5397999882698059
1620618092.51923,47,0.5493999719619751
1620618111.718105,48,0.5515999794006348
1620618130.966568,49,0.5415999889373779
1620618150.259262,50,0.5537999868392944
1620618169.533866,51,0.5508000254631042
1620618188.806363,52,0.5440000295639038
1620618208.053215,53,0.5491999983787537
1620618227.310468,54,0.5504000186920166
1620618246.541887,55,0.5562000274658203
1620618265.743678,56,0.5558000206947327
1620618284.875088,57,0.5490000247955322
1620618304.129589,58,0.5501999855041504
1620618323.37238,59,0.5586000084877014
1620618342.646083,60,0.551800012588501
1620618361.787385,61,0.5583999752998352
1620618381.021442,62,0.5644000172615051
1620618400.246347,63,0.5558000206947327
1620618419.516628,64,0.5582000017166138
1620618438.741878,65,0.5580000281333923
1620618457.947368,66,0.557200014591217
1620618476.99447,67,0.5550000071525574
1620618496.160783,68,0.5594000220298767
1620618515.344767,69,0.5609999895095825
1620618534.586839,70,0.5591999888420105
1620618553.982674,71,0.5630000233650208
1620618573.336181,72,0.5619999766349792
1620618592.669255,73,0.5680000185966492
1620618612.079544,74,0.5619999766349792
1620618631.423432,75,0.5645999908447266
1620618650.822451,76,0.5669999718666077
1620618670.194547,77,0.5640000104904175
1620618689.564387,78,0.5667999982833862
1620618708.884356,79,0.5630000233650208
1620618728.184491,80,0.5676000118255615
1620618747.579391,81,0.5669999718666077
1620618766.946883,82,0.5640000104904175
1620618786.244521,83,0.5702000260353088
1620618805.596419,84,0.5705999732017517
1620618825.000166,85,0.5641999840736389
1620618844.381744,86,0.5637999773025513
1620618863.534488,87,0.5587999820709229
1620618882.905519,88,0.5648000240325928
1620618902.278143,89,0.5637999773025513
1620618921.550108,90,0.5716000199317932
1620618940.859975,91,0.5655999779701233
1620618959.92289,92,0.5619999766349792
1620618979.182615,93,0.5623999834060669
1620618998.262931,94,0.571399986743927
1620619017.517096,95,0.5640000104904175
1620619036.632044,96,0.5645999908447266
1620619055.912691,97,0.5705999732017517
1620619075.085813,98,0.551800012588501
1620619094.191972,99,0.5648000240325928
